trade_date,ticker,title_clean,title,ret_fwd_1d,y
2025-12-21,ASML,Surprising biomedical application found for ASML chipmaking EUV lithography machines they can mass produce nanopores for molecular sensing,Surprising biomedical application found for ASML chipmaking EUV lithography machines they can mass produce nanopores for molecular sensing,0.004597991864904838,1
2025-12-26,ASML,Better Artificial Intelligence Stock : ASML vs . Taiwan Semiconductor,Better Artificial Intelligence Stock : ASML vs . Taiwan Semiconductor,-0.006292239571195513,0
2025-12-26,ASML,"Semiconductors : ASML , the tech giant at the center of the US - China conflict in the race for AI","Semiconductors : ASML , the tech giant at the center of the US - China conflict in the race for AI",-0.006292239571195513,0
2025-11-02,AVGO,Analyst Says Broadcom ( AVGO ) Among the Best AI Semiconductor Stocks to Benefit from Bull Run Until 2030,Analyst Says Broadcom ( AVGO ) Among the Best AI Semiconductor Stocks to Benefit from Bull Run Until 2030,-0.02926488633632285,0
2025-11-03,AVGO,Broadcom Eyes AI Semiconductor Growth Boom Through 2030,Broadcom Eyes AI Semiconductor Growth Boom Through 2030,-0.02926488633632285,0
2025-11-08,AVGO,"Here How Nvidia , AMD , and Broadcom Could Help This Super Semiconductor ETF Turn $500 Per Month Into $1 Million","Here How Nvidia , AMD , and Broadcom Could Help This Super Semiconductor ETF Turn $500 Per Month Into $1 Million",-0.017941444534679052,0
2025-11-13,AVGO,"Broadcom introduces standards - based fabric , Cisco integration with VCF","Broadcom introduces standards - based fabric , Cisco integration with VCF",0.0072944162299593,1
2025-11-15,AVGO,Broadcom ( AVGO ) Soars as Jefferies Crowns it New Semiconductor Top Pick Amidst AI Chip Boom,Broadcom ( AVGO ) Soars as Jefferies Crowns it New Semiconductor  Top Pick  Amidst AI Chip Boom,-0.006274654747645436,0
2025-11-24,AVGO,Broadcom Rallies As Semiconductor Stocks Surge On Fed Rate Cut Hopes,Broadcom Rallies As Semiconductor Stocks Surge On Fed Rate Cut Hopes,0.01870573750857618,1
2025-12-05,AVGO,Broadcom Snaps Up Half Of Samsung HBM Output For Google AI Chips,Broadcom Snaps Up Half Of Samsung HBM Output For Google AI Chips,0.027829037204837315,1
2025-12-12,AVGO,Broadcom Post - Earnings Jolt : A Bellwether for the AI Semiconductor Rally ?,Broadcom Post - Earnings Jolt : A Bellwether for the AI Semiconductor Rally ? ,-0.05589975315295326,0
2025-12-12,AVGO,"Intel AI Strategy Will Favor a Broadcom - Like ASIC Model Over the Training Hype , Offering Customers Foundry & Packaging Services","Intel AI Strategy Will Favor a  Broadcom - Like  ASIC Model Over the Training Hype , Offering Customers Foundry & Packaging Services",-0.05589975315295326,0
2025-12-12,AVGO,The blemishes in Broadcom earnings that are putting pressure on the chipmaker,The blemishes in Broadcom earnings that are putting pressure on the chipmaker,-0.05589975315295326,0
2025-12-17,AVGO,Inquiry Into Broadcom Competitor Dynamics In Semiconductors & Semiconductor Equipment Industry - Broadcom ( NASDAQ : AVGO ),Inquiry Into Broadcom Competitor Dynamics In Semiconductors & Semiconductor Equipment Industry - Broadcom ( NASDAQ : AVGO ) ,0.011839865639039493,1
2025-12-19,AVGO,Performance Comparison : Broadcom And Competitors In Semiconductors & Semiconductor Equipment Industry - Broadcom ( NASDAQ : AVGO ),Performance Comparison : Broadcom And Competitors In Semiconductors & Semiconductor Equipment Industry - Broadcom ( NASDAQ : AVGO ) ,0.005122077053136165,1
2025-12-24,AVGO,Exploring The Competitive Space : Broadcom Versus Industry Peers In Semiconductors & Semiconductor Equipment - Broadcom ( NASDAQ : AVGO ),Exploring The Competitive Space : Broadcom Versus Industry Peers In Semiconductors & Semiconductor Equipment - Broadcom ( NASDAQ : AVGO ) ,0.005453725245422758,1
2025-12-26,AVGO,Assessing Broadcom Performance Against Competitors In Semiconductors & Semiconductor Equipment Industry - Broadcom ( NASDAQ : AVGO ),Assessing Broadcom Performance Against Competitors In Semiconductors & Semiconductor Equipment Industry - Broadcom ( NASDAQ : AVGO ) ,-0.007781189323207038,0
2025-12-29,AVGO,FinancialContent - The Backbone of the Million - GPU Cluster : Broadcom Dominance in the 2026 AI Networking Supercycle,FinancialContent - The Backbone of the Million - GPU Cluster : Broadcom Dominance in the 2026 AI Networking Supercycle,0.001316555813825948,1
2025-11-02,INTC,Business News : CES 2022 : Intel has an exciting update about its upcoming Arc GPUs ; Details inside,Business News : CES 2022 : Intel has an exciting update about its upcoming Arc GPUs ; Details inside,-0.06253167647349689,0
2025-11-03,INTC,Intel quietly rolls out new Holiday bundle for Arc GPUs and Core Ultra CPUs,Intel quietly rolls out new Holiday bundle for Arc GPUs and Core Ultra CPUs,-0.06253167647349689,0
2025-11-06,INTC,Here the Cheapest 12GB GPU Youll Find for Amazing 1080p Performance – Intel Arc B580 Drops to $234 . 99,Here the Cheapest 12GB GPU Youll Find for Amazing 1080p Performance – Intel Arc B580 Drops to $234 . 99,0.023899015830685544,1
2025-11-08,INTC,"Ambassador Kwatra interacts with Intel CEO on plans to develop semiconductor , AI industry in India","Ambassador Kwatra interacts with Intel CEO on plans to develop semiconductor , AI industry in India",-0.01482443910309672,0
2025-11-09,INTC,"Indian envoy Vinay Kwatra , Intel CEO discuss semiconductor , AI plans for India","Indian envoy Vinay Kwatra , Intel CEO discuss semiconductor , AI plans for India",-0.01482443910309672,0
2025-11-09,INTC,"Indian envoy Kwatra , Intel CEO discuss semiconductor , AI plans for India","Indian envoy Kwatra , Intel CEO discuss semiconductor , AI plans for India",-0.01482443910309672,0
2025-11-11,INTC,Intel Xe Linux Driver Working Toward UALink & High Speed Fabrics Support,Intel Xe Linux Driver Working Toward UALink & High Speed Fabrics Support,0.00026394723472211723,1
2025-11-12,INTC,"Intel software fixes stamp down privilege escalation vulnerabilities , while microcode updates clean up CPU messes chipmaker has its own Patch Tuesday as it stomps down 30 bugs","Intel software fixes stamp down privilege escalation vulnerabilities , while microcode updates clean up CPU messes chipmaker has its own Patch Tuesday as it stomps down 30 bugs",-0.052256520826898356,0
2025-11-12,INTC,"Intel Foundry Faces Major Setback as Revenue Falls 1 , 000 Times Behind TSMC","Intel Foundry Faces Major Setback as Revenue Falls 1 , 000 Times Behind TSMC",-0.052256520826898356,0
2025-11-15,INTC,Intel GPUs On Raspberry Pi Is So Wrong It Feels Right,Intel GPUs On Raspberry Pi Is So Wrong It Feels Right,-0.010947774803830468,0
2025-11-16,INTC,"Intel Advanced Packaging Attracts Attention From Apple and Qualcomm , Potentially Opening a New Frontier for the Foundry Business","Intel  Advanced Packaging  Attracts Attention From Apple and Qualcomm , Potentially Opening a New Frontier for the Foundry Business",-0.010947774803830468,0
2025-11-23,INTC,Intel Nova Lake may use mix of Xe3 and Xe3P GPU cores,Intel Nova Lake may use mix of Xe3 and Xe3P GPU cores,0.0011176561750236846,1
2025-11-25,INTC,Options Corner : Taiwan Semiconductor Trade Secret Dispute With Intel Presents A Contrarian Opportunity - Taiwan Semiconductor ( NYSE : TSM ),Options Corner : Taiwan Semiconductor Trade Secret Dispute With Intel Presents A Contrarian Opportunity - Taiwan Semiconductor ( NYSE : TSM ) ,0.027351367350111122,1
2025-11-28,INTC,Intel Shares Gain 8 % As GPU Market Outlook Strengthens,Intel Shares Gain 8 % As GPU Market Outlook Strengthens,-0.013560232572378372,0
2025-11-28,INTC,"Quantum Computing Will Pop the AI Bubble , Claims Ex - Intel CEO Pat Gelsinger , Predicting GPUs Wont Survive the Decade","  Quantum Computing Will Pop the AI Bubble , Claims Ex - Intel CEO Pat Gelsinger , Predicting GPUs Wont Survive the Decade",-0.013560232572378372,0
2025-11-28,INTC,"Stock market update : Google soars , Intel leads semiconductors , Oracle dips","Stock market update : Google soars , Intel leads semiconductors , Oracle dips",-0.013560232572378372,0
2025-11-28,INTC,Chipmaker Intel Momentum Jumps As Investors Look Past TSMC Legal Drama Amid Rate Cut Bets,Chipmaker Intel Momentum Jumps As Investors Look Past TSMC Legal Drama Amid Rate Cut Bets,-0.013560232572378372,0
2025-11-30,INTC,"Apple , Intel and 18A : Why the foundry deal could rewrite the future of PCs","Apple , Intel and 18A : Why the foundry deal could rewrite the future of PCs",0.08647845649390495,1
2025-12-02,INTC,Nvidia Holds 92 % of GPU Market Share Despite Modest Gains by AMD and Intel,Nvidia Holds 92 % of GPU Market Share Despite Modest Gains by AMD and Intel,0.006671200659915444,1
2025-12-03,INTC,Intel Arc GPU market share has grown according to analyst,Intel Arc GPU market share has grown according to analyst,-0.07449722227089395,0
2025-12-05,INTC,Intel Panther Lake Xe3 iGPU Beats AMD Radeon 840M by 26 % in Early Benchmarks,Intel Panther Lake Xe3 iGPU Beats AMD Radeon 840M by 26 % in Early Benchmarks,-0.02680513437434684,0
2025-12-05,INTC,"Linux 6 . 19 GPU Driver Features : Color Pipeline API , Intel Xe3P , AMDGPU For GCN 1 . 0 / 1 . 1","Linux 6 . 19 GPU Driver Features : Color Pipeline API , Intel Xe3P , AMDGPU For GCN 1 . 0 / 1 . 1",-0.02680513437434684,0
2025-12-08,INTC,Intel products to be manufactured at Tata Electronic Fab and OSAT facilities,Intel products to be manufactured at Tata Electronic Fab and OSAT facilities,0.004962798181780803,1
2025-12-09,INTC,Intel next - gen Panther Lake CPU for laptops and handhelds shows GTX 1060 GPU performance in new leak,Intel next - gen Panther Lake CPU for laptops and handhelds shows GTX 1060 GPU performance in new leak,0.006913550106095734,1
2025-12-09,INTC,Intel CEO Lip - Bu Tan says company committed to support India Semiconductor Mission after meeting PM Modi,Intel CEO Lip - Bu Tan says company  committed to support India Semiconductor Mission  after meeting PM Modi,0.006913550106095734,1
2025-12-09,INTC,Intel BMG - G31 Battlemage GPU spotted in software update,Intel  BMG - G31  Battlemage GPU spotted in software update,0.006913550106095734,1
2025-12-10,INTC,Intel Shares Fall After Lawsuits Claim US Chipmakers Aided Russian Weapons,Intel Shares Fall After Lawsuits Claim US Chipmakers Aided Russian Weapons,-0.03114272917556893,0
2025-12-10,INTC,AI Bubble Set to Pop as Ex - Intel CEO Claims Quantum Computing Will Kill GPUs,AI Bubble  Set to Pop  as Ex - Intel CEO Claims Quantum Computing Will Kill GPUs,-0.03114272917556893,0
2025-12-10,INTC,Intel committed to support India Semiconductor Mission : CEO Lip - Bu Tan,Intel committed to support India Semiconductor Mission : CEO Lip - Bu Tan,-0.03114272917556893,0
2025-12-11,INTC,Intel fails to get EU antitrust ruling overturned in longstanding 16 - year AMD competition case chipmaker sees $1 . 2 billion fine reduced to $278 million,Intel fails to get EU antitrust ruling overturned in longstanding 16 - year AMD competition case chipmaker sees $1 . 2 billion fine reduced to $278 million,-0.04302700633919487,0
2025-12-12,INTC,"Intel AI Strategy Will Favor a Broadcom - Like ASIC Model Over the Training Hype , Offering Customers Foundry & Packaging Services","Intel AI Strategy Will Favor a  Broadcom - Like  ASIC Model Over the Training Hype , Offering Customers Foundry & Packaging Services",-0.007934489311331672,0
2025-12-13,INTC,Intel in advanced talks to buy AI chipmaker SambaNova for $1 . 6 billion,Intel in advanced talks to buy AI chipmaker SambaNova for $1 . 6 billion,-0.0053318303703409065,0
2025-12-13,INTC,Intel in talks to buy AI chipmaker SambaNova,Intel in talks to buy AI chipmaker SambaNova,-0.0053318303703409065,0
2025-12-15,INTC,MSI Cyborg - 15 . 6 GeForce RTX 4050 Laptop GPU - Intel Core i7 - 13620H - 16GB Memory - 512 GB SSD - Windows 11 Home Gaming Laptops - 144 Hz IPS ( A13VE - 218US ),MSI Cyborg - 15 . 6  GeForce RTX 4050 Laptop GPU - Intel Core i7 - 13620H - 16GB Memory - 512 GB SSD - Windows 11 Home Gaming Laptops - 144 Hz IPS ( A13VE - 218US ) ,-0.0053318303703409065,0
2025-12-16,INTC,Father of Immersion Lithography warns : Intel TSMC talent grab invites process tech scrutiny,  Father of Immersion Lithography  warns : Intel TSMC talent grab invites process tech scrutiny,-0.033771162955047784,0
2025-12-17,INTC,Intel XPU Manager Updated With BMG - G31 GPU Support,Intel XPU Manager Updated With BMG - G31 GPU Support,0.006380015176252307,1
2025-12-18,INTC,"Intel ISPC 1 . 29 Drops Gen9 GPU Targets , Add New Optimizations & Experimental RISC - V","Intel ISPC 1 . 29 Drops Gen9 GPU Targets , Add New Optimizations & Experimental RISC - V",0.014884259473445516,1
2025-12-19,INTC,Intel vs . Taiwan Semiconductor Manufacturing : Which Stock Will Outperform in 2026 ?,Intel vs . Taiwan Semiconductor Manufacturing : Which Stock Will Outperform in 2026 ? ,-0.012221639507582926,0
2025-12-20,INTC,MSI Vector - LCD 16 QHD+ GeForce RTX 5080 Laptop GPU - Intel Core Ultra 9 275HX - 16GB Memory - 1 TB SSD - Windows 11 Home Gaming Laptop - 240 Hz ( Vector 16 HX AI A2XWIG - 050US ),MSI Vector - LCD 16  QHD+ GeForce RTX 5080 Laptop GPU - Intel Core Ultra 9 275HX - 16GB Memory - 1 TB SSD - Windows 11 Home Gaming Laptop - 240 Hz ( Vector 16 HX AI A2XWIG - 050US ) ,-0.0005499163692891385,0
2025-12-21,INTC,Intel stock soared in 2025 . But the chipmaker still has a long road ahead .,Intel stock soared in 2025 . But the chipmaker still has a long road ahead . ,-0.0005499163692891385,0
2025-12-22,INTC,MSI Stealth 16 AI - 16 - GeForce RTX 5060 Laptop GPU - Intel Core Ultra7 - 255H RTX - 32GB DDR5 - 1TB NVMe SSD - 240 Hz OLED Display - Win 11 Home ( Stealth 16 AI A2HWFG - 041US ),MSI Stealth 16 AI - 16  - GeForce RTX 5060 Laptop GPU - Intel Core Ultra7 - 255H RTX - 32GB DDR5 - 1TB NVMe SSD - 240 Hz OLED Display - Win 11 Home ( Stealth 16 AI A2HWFG - 041US ) ,-0.0005499163692891385,0
2025-12-22,INTC,"Intel Biggest Problem Is Being a Partner & Competitor At the Same Time , Claims Ex - Board Member , Calling for a Foundry Spin - Off","  Intel Biggest Problem Is Being a Partner & Competitor At the Same Time , Claims Ex - Board Member , Calling for a Foundry Spin - Off",-0.0005499163692891385,0
2025-12-23,INTC,"Intel Showcases Its Next - Level & Massively Scalable Packaging Capabilities : >12X Reticle With 16 Compute Tiles On 18A / 14A Nodes , Up To 24 HBM Sites & Leveraging Advanced Foveros 3D & EMIB Technologies","Intel Showcases Its Next - Level & Massively Scalable Packaging Capabilities : >12X Reticle With 16 Compute Tiles On 18A / 14A Nodes , Up To 24 HBM Sites & Leveraging Advanced Foveros 3D & EMIB Technologies",-0.00522692254978363,0
2025-12-23,INTC,Intel Fab 52 is bigger and better equipped than TSMC Arizona facilities Intel production volumes dwarf TSMC operations in the U . S .,Intel Fab 52 is bigger and better equipped than TSMC Arizona facilities Intel production volumes dwarf TSMC operations in the U . S . ,-0.00522692254978363,0
2025-12-25,INTC,FinancialContent - The High - Stakes Gamble : Can Intel Foundry Resurgence Finally Dent TSMC Dominance in 2026 ?,FinancialContent - The High - Stakes Gamble : Can Intel Foundry Resurgence Finally Dent TSMC Dominance in 2026 ? ,0.0132596555834259,1
2025-12-25,INTC,BofA Sees Advanced Packaging Potential for Intel Foundry ( INTC ) Despite Manufacturing Headwinds,BofA Sees Advanced Packaging Potential for Intel Foundry ( INTC ) Despite Manufacturing Headwinds,0.0132596555834259,1
2025-12-27,INTC,NucBox K15 mini PC offers Intel Ultra CPU and GPU expansion docks at the lowest price ever seen,NucBox K15 mini PC offers Intel Ultra CPU and GPU expansion docks at the lowest price ever seen,0.016902915123402584,1
2025-12-28,INTC,Intel Xe vs . i915 Driver Performance On Linux 6 . 19 For Arc Alchemist GPUs,Intel Xe vs . i915 Driver Performance On Linux 6 . 19 For Arc Alchemist GPUs,0.016902915123402584,1
2025-12-29,INTC,Analyzing Intel In Comparison To Competitors In Semiconductors & Semiconductor Equipment Industry - Intel ( NASDAQ : INTC ),Analyzing Intel In Comparison To Competitors In Semiconductors & Semiconductor Equipment Industry - Intel ( NASDAQ : INTC ) ,0.016902915123402584,1
2025-12-29,INTC,Nvidia takes $5B in Intel shares as major financial lifeline for chipmaker,Nvidia takes $5B in Intel shares as major financial lifeline for chipmaker,0.016902915123402584,1
2025-12-30,INTC,MSI Cyborg - 15 . 6 GeForce RTX 4050 Laptop GPU - Intel Core i7 - 13620H - 16GB Memory - 512GB SSD - Windows 11 Home Gaming Laptops - 144 Hz IPS ( A13VE - 218US ),MSI Cyborg - 15 . 6  GeForce RTX 4050 Laptop GPU - Intel Core i7 - 13620H - 16GB Memory - 512GB SSD - Windows 11 Home Gaming Laptops - 144 Hz IPS ( A13VE - 218US ) ,-0.01072379944673596,0
2025-11-06,LRCX,"Lam Research Corporation ( Nasdaq : LRCX ) Declares Quarterly Dividend , Signaling Robust Financial Health Amidst Semiconductor Boom","Lam Research Corporation ( Nasdaq : LRCX ) Declares Quarterly Dividend , Signaling Robust Financial Health Amidst Semiconductor Boom",-0.01751029560073325,0
2025-11-03,MU,"Semiconductor units of CG Power , Micron & Kaynes have begun pilot production : Ashwini Vaishnaw","Semiconductor units of CG Power , Micron & Kaynes have begun pilot production : Ashwini Vaishnaw",-0.07102684550488425,0
2025-11-05,MU,Micron reported HBM4 delay could cede AI chip advantage to Samsung and SK Hynix,Micron reported HBM4 delay could cede AI chip advantage to Samsung and SK Hynix,0.003494742268140616,1
2025-11-12,MU,"Micron reallocates CHIPS Act funds to Idaho , delaying New York fabs","Micron reallocates CHIPS Act funds to Idaho , delaying New York fabs",-0.032462241990963814,0
